name,street_address,city,postcode,phone_number,job,recency,history,used_discount,used_bogo,zip_code,is_referral,channel,offer,conversion,score
Thomas Turner,203 Mary Squares,Brianville,75506,001-428-823-9835x46489,TEFL teacher,5,141.74,1,0,Surburban,0,Web,No Offer,0,0.635333262773772
Kathleen Ward,736 Jeffery Mission,Morganside,80308,856-078-3446x263,Secondary school teacher,9,205.33,1,0,Surburban,1,Multichannel,Discount,0,0.6646630918167523
Melissa Gill DDS,74408 Amanda Skyway,Stephenmouth,09328,+1-766-144-6832,Travel agency manager,1,629.85,1,0,Urban,1,Web,Discount,1,2.0577207515343043
Carl Garcia,001 Megan Ways Apt. 094,Kyleshire,91508,209.548.2988,Production engineer,9,64.09,1,0,Surburban,0,Phone,Buy One Get One,0,0.9978396569179316
Aaron Edwards,222 Austin Tunnel,Gilbertview,93963,(122)850-8383,Radio broadcast assistant,4,162.56,0,1,Urban,1,Phone,Buy One Get One,0,0.8935596845691689
Matthew Perez,2235 Andrea Bridge Suite 263,East Anne,83308,809-808-8152,Tourist information centre manager,9,383.77,0,1,Surburban,1,Phone,Discount,1,2.00024472844371
Dominique Sims,52862 Sellers Lane,East Michael,90049,348-128-9097,"Engineer, land",6,64.33,1,0,Rural,0,Web,No Offer,1,2.208344800684347
Jordan Anderson,1691 Cole Island,North Matthew,38059,699-316-1448x867,Music tutor,11,143.65,0,1,Urban,1,Phone,Buy One Get One,0,1.6842093628988466
Lisa Bennett,657 Myers Freeway,Stonetown,23380,+1-704-626-3231x213,Toxicologist,12,63.28,1,0,Urban,1,Phone,Discount,0,0.6486656834449214
Ryan Martinez,026 Schultz Underpass,West Joshuaville,23649,+1-480-668-7991x4037,Community education officer,6,108.83,1,0,Urban,0,Phone,Discount,0,1.0669190137560605
Frank Campbell,230 Kenneth Crossroad,North Bryan,13488,+1-782-708-9134x8040,Banker,4,121.87,1,0,Rural,0,Web,No Offer,0,1.0014935269107264
Joseph Huber,90600 Jerry Club,East Rebekah,22201,+1-896-841-2252x954,Social worker,10,489.29,0,1,Surburban,0,Phone,Discount,0,0.920017984179333
Danielle Lewis,249 Burch Circle,Newtonchester,83575,(260)915-2095x04809,Rural practice surveyor,2,199.97,0,1,Surburban,0,Phone,Discount,0,1.2957572541838938
Sharon Wilson,5270 Owens Dale Suite 704,Monicamouth,63464,(884)141-0949x22313,Fisheries officer,4,614.83,1,0,Urban,1,Multichannel,No Offer,0,1.100754372549066
Kelly Parker,420 Mullen Bypass Suite 435,Theresaport,25974,4073143620,"Psychologist, occupational",5,103.44,0,1,Rural,1,Web,Buy One Get One,1,1.911368796626807
Alyssa Wilson,181 Wilson Union Apt. 611,New Richardshire,75790,476-238-9309x364,Child psychotherapist,9,199.38,0,1,Urban,1,Phone,Discount,0,0.773527824532383
Cynthia Walters,929 Tammy Mountain,Port Jeanside,30218,001-875-779-9030x36683,Social worker,4,224.04,1,0,Urban,0,Web,No Offer,0,0.8109636249516368
Ashley Jones,72454 Chapman Motorway,Michaelview,60850,(263)263-9324x848,Furniture conservator/restorer,3,80.65,0,1,Surburban,1,Web,Buy One Get One,1,2.8021053523069046
Crystal Tran,14516 Brittany Plaza,Daniellemouth,58552,001-736-120-1755x5474,Race relations officer,3,66.47,1,0,Rural,1,Web,Discount,0,0.9747466758226601
Tamara Graham,80503 Stephanie Trafficway,North Michael,54146,001-655-096-4856x380,Counsellor,9,33.63,0,1,Rural,0,Phone,No Offer,0,1.5837488258227175
Teresa Edwards,494 Michele Locks,South Carolyntown,61410,543.417.0359x822,Historic buildings inspector/conservation officer,6,528.03,1,1,Urban,1,Multichannel,Buy One Get One,0,0.23724184495063294
Bruce Burton,73889 Brewer Tunnel Apt. 411,Connerstad,72795,587.110.0673x157,"Designer, industrial/product",10,29.99,1,0,Surburban,0,Web,Buy One Get One,0,0.9933225685124072
Thomas Smith,1857 Cook Spurs,North Andreaton,26763,337-312-2187,Minerals surveyor,2,109.81,1,0,Urban,1,Web,No Offer,1,2.1724510426065295
Ryan Collins,640 Matthew Walks Suite 674,New Crystal,89569,+1-373-073-7998,Public librarian,10,507.15,0,1,Rural,1,Web,Buy One Get One,0,0.8216613606923344
Gregory Hawkins,12579 Kelly Isle,East Heatherport,37179,377-597-0649x225,"Editor, commissioning",10,161.43,0,1,Surburban,1,Web,No Offer,1,1.8661861302835527
Keith Miller,66858 Sonia Station Suite 735,West Vanessa,70772,1747451849,"Scientist, product/process development",12,90.15,1,0,Surburban,0,Web,Discount,0,1.4520259735442234
Megan Cook,2186 Smith Groves,Sandrashire,76756,9453512582,"Buyer, industrial",1,567.13,0,1,Rural,1,Phone,Buy One Get One,0,0.3565356808937983
Kim Clark,72891 Daniel View Apt. 655,Dixonmouth,15095,001-896-998-1161,"Lecturer, further education",1,681.12,1,0,Rural,1,Phone,Discount,0,0.9614872463853983
Omar Hall,010 Bond Harbors Suite 895,Lake Crystal,43708,3751562490,Trade mark attorney,9,198.54,0,1,Urban,0,Phone,No Offer,0,1.1150176182994247
Bruce Fuller,262 Daniel Prairie,Kristinahaven,50765,9357537030,Building control surveyor,11,301.0,1,1,Surburban,1,Web,No Offer,0,1.1162179975168467
Evan Todd,62733 Megan Unions Apt. 971,Deannastad,15241,(599)609-0747x1659,Forensic psychologist,2,378.5,0,1,Urban,0,Web,Discount,1,2.2596821999303063
Sandra Todd,862 Hamilton Drives,West Christopher,55249,233.636.3404x84771,"Teacher, special educational needs",10,131.95,0,1,Surburban,0,Phone,No Offer,1,2.5046811075519497
Michelle Sharp,738 Harry Plaza Apt. 896,North Monica,38635,(670)507-3194x340,Naval architect,6,179.51,0,1,Urban,0,Phone,Buy One Get One,0,0.26196375857145127
Zoe Hernandez,84448 Daniel Land,Moyerhaven,58739,(616)724-5166x06598,Research scientist (maths),10,375.34,1,0,Rural,0,Web,No Offer,0,1.0831094220168227
Benjamin Jarvis,5784 Chang Circles Suite 698,South Joyce,59228,+1-620-771-1365x2202,"Editor, magazine features",8,29.99,1,0,Surburban,0,Phone,Buy One Get One,0,0.4310524973326626
Kristina Rice,674 Collier Drive,West Erika,51640,802-686-3041,Travel agency manager,1,286.31,1,1,Surburban,0,Web,No Offer,0,1.5790924601185359
Stanley Alvarez,66018 Melanie Burg Suite 879,Port Timothybury,84988,965-342-2982x428,Adult nurse,7,600.13,1,1,Urban,1,Phone,No Offer,0,1.4723639912302025
Ryan Mack,30518 Matthew Gateway,Lake Danielmouth,74270,(952)190-4074x90083,Dispensing optician,6,107.42,0,1,Urban,1,Web,No Offer,0,0.8407272031485512
Eric Gonzalez,74755 Moses Road,Port Heidifurt,72615,562.885.8702x12926,Trade mark attorney,1,1515.82,1,1,Surburban,1,Multichannel,Buy One Get One,1,2.2204398824163913
Rick Valdez,3738 Ann Stream Apt. 033,South Christopher,06691,+1-476-229-3175x32520,Horticultural consultant,2,102.99,0,1,Surburban,0,Phone,No Offer,0,0.9402646212352761
Nicholas Colon,4492 Lori Turnpike Apt. 337,Port Graceshire,96232,698-579-6926,Museum/gallery conservator,10,317.16,1,0,Urban,0,Web,Buy One Get One,0,1.228860737373997
Charles Taylor,70691 Paul Unions,Katrinaland,55708,(040)012-5119x379,Contractor,7,297.6,1,0,Surburban,0,Web,No Offer,0,1.2479466703462243
Kara Sweeney,27464 Wu Mission Suite 726,New Brianstad,70266,275-269-2127x84755,"Editor, commissioning",10,599.06,0,1,Urban,1,Web,Buy One Get One,0,1.0139857465375177
Susan Armstrong,64623 Steven Isle,North Heatherside,56511,2614301432,Product manager,10,29.99,1,0,Urban,0,Web,Buy One Get One,0,1.064055767197081
Steven Nguyen,17521 Richard Wells,East Kaitlinshire,99819,0083326173,Outdoor activities/education manager,1,783.8,1,1,Surburban,1,Web,No Offer,0,1.2119567252520673
Kathryn Small,7974 Jones Curve,Brittanyhaven,60422,533.818.5202,"Surveyor, building control",9,89.96,1,0,Surburban,0,Web,Discount,1,1.4260369954248961
John Brown,011 Peter Drives Suite 621,Hallfort,87887,766-648-9362,Clinical cytogeneticist,8,155.75,0,1,Urban,1,Phone,No Offer,0,0.25753618053343763
Dennis Griffith,958 Carly Rest Apt. 967,North Matthew,29529,2444422121,Multimedia specialist,11,29.99,1,0,Surburban,1,Phone,Buy One Get One,0,1.6391333142217919
Andres Lopez,7304 Ricky Drive,South Williammouth,68250,568.460.8398,"Conservation officer, nature",5,47.98,0,1,Urban,0,Web,Buy One Get One,0,1.0956886665278043
Alyssa Maxwell,786 Christina Brook Apt. 916,Baileyview,37661,441.184.9991,"Lecturer, further education",8,135.67,1,0,Rural,1,Web,Discount,0,0.5935695140437226
John Guzman,8972 Orozco Light,Hallton,20330,(588)649-4704,Personal assistant,11,504.86,1,0,Rural,1,Multichannel,Buy One Get One,0,1.2122871983760566
Dustin Rice,5331 Banks Bypass,Watersberg,24821,(182)950-4530,"Secretary, company",1,904.58,0,1,Surburban,1,Phone,Buy One Get One,1,2.2114820220651725
Shannon Kelly,1139 Bowen Haven Apt. 868,Port Jeremyport,47546,001-990-643-6152,"Embryologist, clinical",11,312.41,1,0,Urban,1,Web,Buy One Get One,0,0.9359223736874814
Ryan Morris,3104 Laura Keys,Mollyport,04049,019-554-3285,Police officer,9,404.03,1,1,Urban,0,Multichannel,No Offer,0,0.6185448506044453
Amy Wallace,51511 Wallace Loop Suite 721,Reedtown,55566,001-752-410-8006x078,Pensions consultant,7,251.05,1,0,Surburban,0,Multichannel,Buy One Get One,1,1.640080158924057
Ellen Cole,1431 Hughes Rapid,New Alexandria,12787,3608570941,Advice worker,1,30.01,0,1,Urban,1,Web,Buy One Get One,0,1.2450237905234862
Albert Obrien,8331 Jacob Stream,Fisherbury,63303,093.230.0972x4451,Advertising account planner,1,155.65,1,0,Urban,0,Web,No Offer,0,0.65961407940969
Amber Rogers,8032 Ashley Forges,Robertville,05159,828.844.7808x499,Social worker,12,36.67,0,1,Urban,0,Web,Discount,1,1.9442762660627155
David Dodson,76394 Ramsey Well,Michelleport,84804,+1-473-977-8426x2501,Chiropodist,12,49.27,1,0,Urban,1,Phone,Buy One Get One,0,1.0383763079670307
Diana Murphy,7936 Erica Roads,Evanview,72915,693-510-4934,Editorial assistant,1,563.7,1,0,Surburban,1,Multichannel,Discount,0,0.6625477290910647
Lisa Jenkins,4023 Conley Unions,Randyfurt,20278,(936)126-9919x66965,Database administrator,6,265.2,1,0,Surburban,0,Phone,Discount,0,1.29561825044613
Terri Johnson,70626 Rebecca Fords,Port Jackberg,35123,001-332-980-7238,Pharmacologist,1,357.56,0,1,Surburban,0,Phone,No Offer,0,0.8637036053758935
Krista Herrera,8202 Patterson Inlet,Nathanhaven,92087,(416)871-7960,Interior and spatial designer,11,206.97,1,0,Surburban,0,Web,Discount,0,1.0015914374818111
Julie Lawson,42633 Barker Roads Suite 294,Reyesshire,75876,(067)821-3588x8971,Agricultural engineer,7,1222.53,1,1,Rural,1,Phone,Discount,1,1.6592166860991207
Mr. Marc Lambert,317 Valerie Vista Apt. 240,South Johntown,83382,(077)608-1673x811,Orthoptist,5,67.55,1,0,Surburban,0,Phone,Discount,0,0.5683607521152922
Mia Kelley,54495 Carrie Turnpike Apt. 053,West Raymond,35295,+1-027-654-4271x9400,Restaurant manager,9,108.59,1,0,Rural,1,Web,Discount,0,0.4355865536250604
Brittany Nichols,0611 Vanessa Light Suite 307,Coreyborough,05609,001-153-805-3436x259,"Teacher, early years/pre",1,615.04,1,1,Surburban,1,Phone,No Offer,0,1.1829702655642091
Brittney Young,291 Bell Drive Apt. 290,New Chadfort,54553,(937)058-1292x4542,Hydrographic surveyor,7,153.17,1,0,Rural,0,Phone,Discount,0,0.6308032588416292
Shane Hudson,057 Walker Court Apt. 097,Adamchester,98837,+1-598-555-4141x518,"Editor, magazine features",9,40.16,1,0,Urban,1,Phone,Buy One Get One,0,1.1424451797555608
Danielle Wheeler,80367 Rios Extensions,Washingtonview,36051,5818977198,Chief Executive Officer,4,127.51,1,0,Urban,1,Web,No Offer,0,0.8589764499002468
Denise Harris,442 Martinez Falls,West Markside,72651,664-081-7773,Exercise physiologist,8,60.9,0,1,Rural,1,Phone,No Offer,0,0.6701532134228669
Sherri Smith,18691 Susan Expressway Suite 846,Anneland,74687,355.874.8653x655,Chartered accountant,1,234.17,1,0,Rural,1,Phone,No Offer,0,1.467479886131242
Jonathan Davis,68242 Carolyn Plain,Kellyton,91404,1450183818,Graphic designer,12,145.27,1,0,Urban,1,Web,Discount,0,0.9955636218849027
Tyler Johnson,73681 Sharon Ranch Suite 707,New Patriciamouth,84558,607.518.2198x5172,Land,11,112.61,0,1,Urban,0,Web,No Offer,0,1.5784981768931976
Jesse Turner,8594 Schmidt Spur,Christopherton,89207,(577)212-9730,"Buyer, retail",5,168.1,1,0,Surburban,0,Web,No Offer,0,0.21955620668821052
Amy Wolf,212 Jennifer Forge Suite 249,Stanleyborough,30835,380-436-6511x90345,Clinical biochemist,1,745.63,1,1,Urban,1,Multichannel,Buy One Get One,0,0.522795678162965
Curtis Ruiz,871 Lynch Prairie Apt. 860,Port Normastad,99158,339.483.9018x8991,Banker,6,29.99,0,1,Surburban,0,Web,Buy One Get One,0,1.7419941645977937
Adam Cunningham,3965 White Manor Suite 432,New Sheila,74565,+1-474-377-6996,Set designer,5,37.79,0,1,Surburban,0,Web,No Offer,0,1.3144487056817873
Christopher Smith,3974 Ryan Falls,Port Brian,23775,+1-787-544-6191,Industrial/product designer,8,772.55,1,0,Surburban,1,Web,Buy One Get One,0,0.386925335388834
Steven Evans,632 Samantha Roads,New Mariamouth,88268,145-241-5807x154,"Optician, dispensing",4,70.16,0,1,Surburban,0,Web,No Offer,0,1.479485840305144
Emily Blair,71890 Chelsea Isle,Trujillotown,76401,482-726-2699,Network engineer,7,115.07,0,1,Surburban,0,Phone,Buy One Get One,0,0.9365637310584679
Timothy Boyer,992 Contreras Inlet Suite 619,Port Morgan,57699,498-187-7754x6492,"Editor, magazine features",3,248.26,0,1,Surburban,1,Multichannel,Buy One Get One,0,0.9800574929058675
Gregory Martinez,494 Williams Well Suite 814,North Mercedes,03269,(999)130-5528,Teaching laboratory technician,6,65.1,1,0,Urban,0,Phone,Discount,0,1.3803818353226214
Jordan Stephens,748 Morgan Crossroad,New Dustinstad,66320,677-689-2189x3755,Geoscientist,1,585.14,1,0,Surburban,1,Multichannel,Buy One Get One,0,0.2505905445954988
Justin Warren,406 Gregory Field Apt. 184,West Frank,87832,001-870-575-5393,Oncologist,9,297.59,0,1,Surburban,1,Phone,Discount,1,2.0010370369902843
Todd Huynh,60410 Christian Row,Nelsonhaven,92778,001-216-471-3761x68287,Transport planner,7,409.76,1,1,Urban,0,Multichannel,Discount,0,0.9739393569279211
Andrew Molina,25209 Gilmore Views,Millerborough,82902,(344)886-6248x18903,Medical physicist,9,60.15,0,1,Surburban,0,Web,Discount,0,1.4722689401663736
Kayla Conley,04265 Hicks Club,Barnesville,42797,801-699-4179x66081,Cartographer,1,111.37,0,1,Surburban,1,Web,No Offer,0,0.7293740818377462
Tiffany Brown,633 James Spurs Apt. 907,South Larryport,34912,754.076.2713x3281,Ceramics designer,7,29.99,0,1,Urban,0,Phone,No Offer,0,1.0235919630650943
Charles Glover,475 Todd Estate,Gardnerport,09926,(418)857-2884x63761,Structural engineer,1,87.0,0,1,Rural,1,Phone,Discount,0,0.9753322123158413
Thomas Kim,18806 Carter Crossing,South Teresa,91292,+1-229-200-5179x009,Cytogeneticist,2,46.47,0,1,Surburban,1,Web,No Offer,0,1.0774501838598318
Peter Jones,67694 Tyler Pines Apt. 277,Port Terrenceberg,56722,218.609.2431x052,Health visitor,11,297.25,0,1,Urban,1,Phone,Buy One Get One,0,1.8363302809188777
Sara Young,56919 Erica Bridge Suite 794,Chadland,04808,049-316-2599x833,"Therapist, sports",9,129.29,0,1,Urban,1,Web,No Offer,0,1.7584096618918583
Gail Rose,6100 Castro Stream,Brianland,88954,001-934-730-8458x83173,Dietitian,5,150.06,1,0,Rural,1,Web,Buy One Get One,0,1.365066402635197
Lauren Obrien,966 William Spur Suite 832,Port Ryan,05250,(768)481-5156x40218,Chartered loss adjuster,3,708.62,0,1,Surburban,1,Phone,Discount,0,0.9657463705984211
Jasmine Sutton,69187 Clay Locks,Lake Patricialand,68025,001-345-464-5625x645,Bookseller,3,29.99,1,0,Urban,1,Phone,Discount,0,1.145648513866572
William Coleman,217 Rebecca Plaza Apt. 293,Webbfort,95304,580.937.7916x587,"Scientist, product/process development",2,531.69,0,1,Urban,1,Phone,Buy One Get One,0,0.5978992090786858
Tina Sweeney,84165 Dennis Landing Suite 881,East Patrickshire,66640,(383)500-8817x027,Warden/ranger,10,113.33,0,1,Urban,0,Web,No Offer,0,0.8312572302700645
William Smith,57344 Carr Locks Suite 372,West Chrisshire,30680,(916)634-1105,Academic librarian,4,737.33,0,1,Surburban,1,Web,Discount,0,1.2847600899074083
Taylor Garcia,61867 Wright Run,Newmanmouth,76988,001-965-076-1486x66313,Chartered management accountant,12,29.99,1,0,Urban,1,Web,Discount,0,1.343681369805203
Edward Reed,7942 James Via,Jamesfurt,96745,(374)135-7718,Contractor,6,1292.1,1,0,Surburban,1,Web,Buy One Get One,0,1.497520781575659
Ian Brooks,134 Harris Springs,Port Kevinfurt,72492,902.587.2014,Product/process development scientist,11,272.89,1,0,Surburban,1,Web,Buy One Get One,0,-0.18164084281050275
Molly Tapia,39568 William Knolls,Lake Alicialand,06261,554.510.1458,Landscape architect,4,302.86,0,1,Surburban,1,Phone,Buy One Get One,0,1.2848511832910035
Melissa Taylor,993 Wood Trafficway,Brennanton,20930,904-692-7433,"Engineer, broadcasting (operations)",11,29.99,0,1,Surburban,0,Web,Discount,0,1.4923230875448799
Anne Barrett,92848 Norris Pike,Lake Samanthaside,70206,043-503-3927x232,Pension scheme manager,7,758.59,0,1,Surburban,1,Web,Discount,0,1.3602866603723958
Jaime Golden,437 Justin Knolls,New Evan,93126,808.878.1494x035,Environmental manager,4,174.55,1,0,Rural,1,Web,Discount,0,0.4072640500340826
Sara Howard,62097 Rebecca Station Suite 651,Emilyland,86594,+1-406-247-5759x545,Therapeutic radiographer,9,76.72,1,0,Surburban,0,Phone,No Offer,0,1.0845432208937533
Lisa Stephens,940 Dominguez Vista,Port Arthur,91029,9587499277,Acupuncturist,6,334.34,0,1,Rural,0,Multichannel,Discount,1,2.42581529854046
Robert Jones,9623 Bishop Manors Suite 058,Hernandezview,13952,742-505-1094x20201,Environmental health practitioner,12,108.83,1,0,Rural,0,Web,Discount,1,1.5163178777507014
Vanessa Stevens,3856 Mark Track Suite 611,New Jacqueline,37444,507-319-2496,"Development worker, international aid",10,319.45,0,1,Urban,0,Phone,Discount,0,0.1554693877972093
Charles Martinez,9028 Mary Isle,North Jennifer,16402,022-789-8018x9621,Technical brewer,10,29.99,1,0,Surburban,1,Web,Discount,0,1.1989187466673594
Philip Gilbert,31304 Hinton Lake Suite 200,West Samanthastad,84480,406-475-6336,"Engineer, water",3,367.27,0,1,Surburban,1,Phone,No Offer,0,0.9479580393350949
Aaron Turner,29987 Amber Well Apt. 803,Robertstown,59364,(445)665-7504,Careers information officer,8,29.99,1,0,Urban,1,Web,No Offer,0,1.5545100453227632
Mark Anderson,727 Michelle Dale,Choiton,44805,001-605-397-1388x1846,Audiological scientist,10,102.82,1,0,Surburban,1,Web,Discount,0,0.8140827558374897
Kevin Howell,34530 Miller Mountains Apt. 205,Lake Kevin,24315,(769)787-0119x743,Arts administrator,10,189.02,0,1,Rural,1,Phone,Buy One Get One,0,0.9030197879388504
Maria Stephenson,9292 Joanna Canyon Apt. 413,East Carlaside,51837,618-810-9112,Sales promotion account executive,4,739.84,1,0,Urban,1,Phone,Discount,0,1.0596551932688476
Eric Foster,192 Morales Points,East Chadchester,94387,050-075-9524,Scientific laboratory technician,4,85.64,1,0,Surburban,1,Web,Buy One Get One,0,1.5132293269339465
Donald Galvan,60051 Hunt Overpass,South Terrifort,90914,+1-790-756-8314,Glass blower/designer,6,161.43,0,1,Surburban,0,Web,Discount,1,1.9264860457146793
Jason Ellis,24737 Smith Village Suite 715,New Katelynmouth,82074,(850)063-3453,Investment analyst,8,346.57,1,0,Urban,1,Web,No Offer,0,0.5346999633464731
Mark Allen,45535 Bobby Stravenue Apt. 351,North Lindachester,54634,973.120.8358,Freight forwarder,7,729.01,0,1,Rural,1,Phone,No Offer,0,1.1579467915425878
Patrick Rowe,51908 White Coves,Port Melissachester,36643,+1-499-265-7627x08893,Community education officer,10,51.33,1,0,Surburban,1,Web,Discount,0,1.4372600368234134
Mr. Michael Douglas,95226 James Coves Apt. 081,Mathewston,39201,395-640-4509,Publishing copy,2,159.22,0,1,Surburban,0,Web,Discount,0,1.3294034601600069
Lorraine Martin,502 Kelly Trail,North Samanthaport,43706,(164)728-1579,Meteorologist,5,1079.62,1,1,Surburban,1,Web,No Offer,1,2.2887860457115075
Roy Hernandez,64704 Lee Meadow Suite 817,Craighaven,53134,(118)143-1128,Operations geologist,10,29.99,1,0,Surburban,1,Web,No Offer,0,0.3003754166879151
Tony Hamilton,79469 Davis Meadow Suite 719,Stevenville,02205,(095)567-6644,Audiological scientist,11,43.51,0,1,Surburban,0,Web,No Offer,0,0.6510926970180758
Pedro Preston,39597 Katie Overpass,Keithtown,25875,(895)044-5661,Museum education officer,10,163.8,0,1,Urban,1,Web,Discount,0,0.17999526578641678
William Lopez,2986 Stevenson Green,East Natashamouth,49812,081-799-2875,Clinical molecular geneticist,9,212.32,1,0,Surburban,0,Multichannel,No Offer,0,1.6984273308198543
Brandi Jones,845 Christopher Alley,Bryantside,28573,+1-422-944-0037x1216,"Accountant, chartered certified",7,147.81,1,0,Surburban,1,Web,Discount,0,0.9690787428040291
Paul Daniels,903 Gomez Lock Suite 302,West Dana,29456,(190)327-2807,Education administrator,5,168.93,1,0,Urban,1,Web,Buy One Get One,0,1.1883650392479215
Jennifer Fisher,291 James Underpass,Port Ashley,04851,+1-557-282-4635x8815,Race relations officer,6,1462.5,1,0,Urban,1,Phone,Buy One Get One,0,1.5493320948040086
Stephen Boyer,9684 Linda Court Suite 440,Fisherburgh,39840,994-829-2365x901,Archivist,1,544.98,1,0,Urban,1,Web,No Offer,0,1.0977502896138616
Dwayne Ramsey,117 Pham Estate,South Nancy,76489,181-238-4309x160,Tree surgeon,11,322.87,0,1,Rural,0,Phone,Buy One Get One,0,0.9740226922383488
Jennifer Brooks,8592 Gary Avenue,Davidburgh,93085,(143)419-9807,Maintenance engineer,7,508.18,1,0,Urban,1,Web,Discount,0,1.0582044165953088
James Jacobson,197 Richard Glens,Saraburgh,12191,927-617-0970,Tour manager,1,50.62,1,0,Urban,0,Web,No Offer,0,1.4866444175160878
Donna Patterson,01729 Kathy Landing Suite 661,Riosville,63762,001-001-246-5896x208,Broadcast journalist,1,806.91,1,1,Surburban,1,Multichannel,Buy One Get One,1,1.9304992600468887
Robert Heath,099 Joshua Ford,Dunnfurt,50041,310-709-1939x291,"Production assistant, radio",5,291.17,1,0,Surburban,0,Multichannel,No Offer,0,1.2713998523103758
Katelyn Cummings,54387 Sharon Court Apt. 772,New Stephen,99803,+1-715-977-3674,"Buyer, retail",6,447.01,0,1,Urban,1,Web,Buy One Get One,0,1.417058848764024
Karen Reeves,57457 Susan Radial,New Michellehaven,55647,+1-272-940-1289,Commissioning editor,5,777.95,1,0,Surburban,1,Web,No Offer,0,0.5453470898560702
John Adams,00444 Richard Brooks Suite 968,Lake Dylanville,58849,(496)941-8650,Multimedia programmer,9,174.11,1,0,Surburban,0,Phone,Buy One Get One,1,2.6244791751781986
Mckenzie Gray,7253 Lowe Ways,New Maryborough,97217,(352)644-0300,Police officer,5,30.59,0,1,Urban,1,Web,Discount,0,0.9534929741652138
Bryan Avila,935 Stephen Wall,Jessicahaven,85303,770.357.7414,"Clinical scientist, histocompatibility and immunogenetics",4,305.76,0,1,Surburban,0,Phone,No Offer,0,0.27452671436780407
Nicholas Austin,81208 Walker Tunnel Apt. 057,North Jeffery,09435,6141161139,Theatre manager,8,29.99,0,1,Surburban,0,Phone,No Offer,1,2.3546500236235577
Lori Martinez,0311 Pham Circle,West Kathrynburgh,72748,+1-686-508-7249x904,Manufacturing systems engineer,8,256.83,0,1,Urban,1,Web,No Offer,0,1.8226245123392775
Autumn Reyes,678 Michael Parks,Kyliemouth,99695,637.066.7358,Special educational needs teacher,7,462.7,0,1,Surburban,1,Multichannel,No Offer,0,0.8129062637496771
Steven Evans,3090 Byrd Cliff Apt. 506,Michaelborough,05750,001-187-030-5015x49629,Primary school teacher,7,489.49,1,0,Rural,1,Web,No Offer,1,2.303226654003132
Mrs. Catherine Reyes,371 Larson Greens Suite 296,Tamaraport,51429,+1-447-829-2005x432,Health and safety inspector,1,352.99,1,0,Urban,0,Web,Buy One Get One,0,0.7556810595359416
Thomas Schultz,47339 Sanchez Squares Suite 191,West Michaelland,58664,292.078.4373,Legal executive,3,54.79,1,0,Surburban,0,Phone,Buy One Get One,0,0.8043834715617112
Patricia Nguyen,194 Wilkins Islands,Phamberg,39211,+1-784-110-0499x25024,Media buyer,9,29.99,0,1,Surburban,0,Phone,No Offer,0,1.0517391427360918
Tammy Miller,111 Jennifer Squares,Lake Moniquefort,61814,2768435635,Translator,5,54.14,0,1,Surburban,1,Web,Buy One Get One,0,0.16078861827781665
Todd Durham,19270 Mallory Hill,Sherrytown,42212,148.542.2593x1870,"Restaurant manager, fast food",3,104.0,0,1,Urban,0,Phone,Buy One Get One,0,0.7764785710793076
Carrie Terrell,576 Griffin Squares,Torresstad,19032,595-996-5197,"Scientist, product/process development",2,231.27,0,1,Urban,1,Phone,No Offer,0,0.9564783666563832
Megan Schultz,85545 Miller Bridge Suite 143,Hallmouth,62998,001-518-919-3094x0889,"Restaurant manager, fast food",2,50.37,1,0,Urban,0,Phone,Discount,0,0.43947855112792644
Craig Brady,33623 Christopher Ferry Apt. 404,Brooksmouth,60488,001-213-957-6791,"Engineer, electronics",9,189.33,1,0,Urban,1,Phone,No Offer,0,0.756186505810778
Lonnie Hill,71235 Howard Meadow Apt. 489,New Courtneychester,13616,(365)095-5927,Clinical embryologist,1,368.01,0,1,Urban,0,Web,No Offer,0,0.6730364183381874
David Nelson,969 Kelly Tunnel,Courtneyland,30109,+1-131-295-6669x20029,Visual merchandiser,1,331.21,1,0,Rural,1,Phone,No Offer,0,1.8142248460479435
Colleen Carson,194 Mark Trail,South Kelseyfurt,08040,+1-574-910-7771,Museum/gallery exhibitions officer,2,186.51,0,1,Surburban,0,Phone,Discount,0,0.6765963996797035
Steven Steele,147 Jerry Vista Suite 846,Vasqueztown,94799,+1-574-300-4966x066,"Editor, magazine features",9,433.89,0,1,Rural,0,Phone,Discount,0,1.2909935414595322
Kristen Rodriguez,6902 Julie Garden Apt. 473,Davidland,44843,+1-649-374-8107x0028,Immigration officer,8,90.62,1,0,Urban,0,Phone,No Offer,0,0.7373827631401472
Tiffany Rose,063 Brian Ranch,South Becky,37450,(941)089-3912,Museum/gallery exhibitions officer,7,29.99,1,0,Surburban,0,Phone,Buy One Get One,0,0.6677619764899956
Cindy Willis,8265 Oneal Ranch,South Joel,11418,717.337.4402,"Therapist, music",2,44.37,0,1,Surburban,0,Web,Discount,0,0.716020695490408
Jeffrey Davies,1894 Perez Mountains,South Kennethtown,80474,106-663-0525,Applications developer,1,539.96,0,1,Surburban,1,Web,Buy One Get One,0,1.8200576907359198
Michelle Martinez,874 Travis Tunnel Apt. 201,Port Karenfurt,88295,001-715-309-8706x745,"Production assistant, television",3,43.0,1,0,Urban,0,Phone,No Offer,0,0.629011834710669
Jacob Price,3301 Hernandez Track,New Sarahfurt,73306,(454)999-5017x9951,Information officer,10,145.73,0,1,Urban,1,Phone,No Offer,0,1.1159207598114085
